ID,name
14133,"Rice drink, plain, with calcium fortified"
1065,"Rice parboiled, cooked in salted water (uniodised)"
419,"Rice parboiled, raw"
1066,"Rice polished, cooked in salted water (uniodised)"
427,"Rice polished, raw"
1514,"Rice pudding, prepared (with full fat milk, without addition of sugar)"
1513,"Rice pudding, prepared (with partially skimmed milk, without addition of sugar)"
428,"Rice unpolished (wholemeal), raw"
1067,"Rice unpolished, cooked in salted water (uniodised)"
1465,Ring cake grandmother style
1584,"Risotto without cheese, prepared"
1189,"Ristretto with coffee cream, no sugar added"
1675,"Riz Casimir with chicken, prepared"
1677,"Riz Casimir with veal, prepared"
468,"Rocket, raw"
488,"Roe (deer) (average), raw"
28,"Roe (deer), ragout, raw"
29,"Roe (deer), schnitzel, raw"
13333,"Rolled smoked ham, cooked (without addition of fat and salt)"
805,Rollmops (pickled herring)
718,"Rollschinken, cured and smoked pork meat"
441,Romaine lettuce (cos lettuce)
1161,"Root and tuber vegetables (average), boiled (without addition of fat and salt)"
1267,"Root and tuber vegetables (average), raw"
1162,"Root and tuber vegetables (average), steamed (without addition of salt)"
1163,"Root and tuber vegetables (average), stewed (without addition of fat and salt)"
484,Roquefort cheese
462,"Rosemary, fresh"
858,"Rosti (shredded potatoes), unprepared"
930,Rusk
929,Rusk wholemeal
1607,"Russian salad, prepared"
824,Rye bread from Valais
846,Rye bread with rye grist
830,Rye bread with sour dough
749,Rye flour (wholemeal) Type 1800
752,Rye flour Type 1050
748,Rye flour Type 815
589,Safflower oil
461,"Sage, raw"
1201,"Salad dressing french style, home-made (with rapeseed oil)"
1200,"Salad dressing italian style, home-made (with olive oil)"
13503,"Salad dressing, french style"
13502,"Salad dressing, italienisch style"
783,Salametti
1091,Salami
1094,"Salami ""budget"" type"
13354,"Salmon, cultured, filet, steamed (without addition of fat and salt)"
194,"Salmon, cultured, raw"
193,"Salmon, smoked"
210,"Salmon, wild, raw"
1089,Salsiz sausage
14088,"Salt, himalaya salt"
14087,"Salt, sea salt, fleur de sel"
14086,"Salt, sea salt, standard, white, without iodine and fluoride added"
1687,"Saltimbocca, pan fried in rapeseed oil HOLL"
10562,"Samosa, deep-fried"
1551,Sandwich (baguette bread) with cold cuts
1553,Sandwich (baguette bread) with dried meat
1557,Sandwich (baguette bread) with ham
1505,Sandwich (baguette bread) with luncheon meat
1561,Sandwich (baguette bread) with mozzarella
1549,Sandwich (baguette bread) with raw ham
1555,Sandwich (baguette bread) with salami
1559,Sandwich (baguette bread) with semi hard cheese
1521,Sandwich (baguette bread) with soft cheese
1552,Sandwich (brown bread) with cold cuts
1554,Sandwich (brown bread) with dried meat
1558,Sandwich (brown bread) with ham
1506,Sandwich (brown bread) with luncheon meat
1562,Sandwich (brown bread) with mozzarella
1550,Sandwich (brown bread) with raw ham
1556,Sandwich (brown bread) with salami
1560,Sandwich (brown bread) with semi hard cheese
1520,Sandwich (brown bread) with soft cheese
780,Saucisson sausage
13341,"Saucisson sausage, cooked (without addition of fat and salt)"
647,"Sauerkraut, pickled"
1568,"Sausage salad, prepared"
1088,Sausage Vaudois
1080,"Sausage, veal"
1543,"Savoury cheese quiche, baked (with cake dough)"
1544,"Savoury cheese quiche, baked (with puff pastry)"
454,"Savoy cabbage, raw"
1030,"Savoy cabbage, steamed (without addition of salt)"
552,Sbrinz
507,Schabziger (Swiss green cheese)
1685,Schnitzel bread with cocktail sauce
1686,Schnitzel bread with tartare sauce
791,Schützenwurst sausage
1603,"Scrambled egg with herbs, prepared"
1605,"Scrambled eggs with cheese, prepared"
1606,"Scrambled eggs with ham, prepared"
1604,"Scrambled eggs with mushrooms, prepared"
1602,"Scrambled eggs, prepared"
13466,"Seaweed, Nori, dried"
1170,"Seeds, kernels, nuts (average), unsalted"
14118,Seitan
833,Semi-white bread
14078,Semi-white bread (with iodized salt)
1463,"Semmeli (bread roll, white)"
1510,"Semolina pudding, prepared (with full fat milk, without addition of sugar)"
1509,"Semolina pudding, prepared (with partially skimmed milk, without addition of sugar)"
1508,"Semolina slice, prepared (with full fat milk)"
1507,"Semolina slice, prepared (with partially skimmed milk)"
14107,Sesame oil
280,Sesame seeds whole
408,"Sesame seeds, peeled"
1099,"Shellfish (average), raw"
515,"Sherry, 18.5 vol%"
875,Short bread cookie (Sablé)
14044,"Short pastry base (with butter), sweet, baked"
14043,"Short pastry base (with butter), sweet, raw"
14045,"Short pastry base (with vegetable fat), sweet, baked"
909,"Short pastry base (with vegetable fat), sweet, raw"
1498,"Shrimp cocktail, prepared"
1497,"Shrimp, boiled"
766,"Shrimp, raw"
578,Skimmed milk powder
954,Soft caramel candies
1197,Soft cheese (average without fat reduced products)
13391,"Soft cheese, 45 to 54.9% fidm"
631,"Soft cheese, 60% fidm"
13392,"Soft cheese, at least 55% fidm"
485,"Soft cheese, Mascarpone"
595,"Soft drink, with flavor, sweetened"
10561,"Somosa, baked"
892,"Sorbet, fruit"
574,Sour cream (crème fraîche) 35% fat
575,Sour cream 15% fat
13456,Soy sauce
72,"Soya drink, plain"
14129,"Soya drink, plain, with calcium and vitamin fortified"
996,"Soya flour, defatted"
995,"Soya flour, full fat"
603,Soybean oil
466,Soybean sprouts
1061,"Soybean, cooked (without addition of fat and salt)"
442,"Soybean, dried"
551,"Sparkling wine, champagne"
1399,Spätzle flour
1043,"Spelt, fine flour (type 550)"
1041,"Spelt, flour ""Ruch"" (type 1100)"
1042,"Spelt, wholemeal flour (type 1900)"
1566,"Spinach quiche, baked (with cake dough)"
1567,"Spinach quiche, baked (with puff pastry)"
365,"Spinach, raw"
1025,"Spinach, steamed (without addition of salt)"
646,"Spirits, 40 vol% (e.g. Vodka, gin)"
518,"Spirits, grain, 40% vol (e.g. whisky)"
644,"Spirits, Kirsch, Cherry Schnaps"
520,"Spirits, sugar cane (e.g. rum)"
519,"Spirits, wine (e.g. cognac, brandy)"
14061,"Spring roll, deep fried"
1656,"Squash slices, breaded, prepared"
764,"Squid, raw"
792,St. Gall Schüblig sausage
570,St. Paulin cheese
385,"Strawberry, fresh"
13418,"Strudel dough, raw"
465,"Sugar loaf chicory, raw"
438,"Sugar pea, raw"
1012,"Sugar pea, steamed (without addition of salt)"
471,"Sugar, brown"
470,"Sugar, white"
598,Sunflower oil
1068,"Sunflower oil HO (high oleic), refined"
281,Sunflower seeds
770,Surimi
1033,"Sweet corn (canned), heated (without addition of salt)"
632,Sweet corn canned
633,"Sweet corn cob, pickled"
432,"Sweet corn, raw"
1032,"Sweet corn, steamed"
13406,"Sweet potato, raw"
13407,"Sweet potato, steamed (without addition of salt)"
602,Sweet whey
450,"Swiss chard, raw"
1016,"Swiss chard, steamed (without addition of salt)"
569,Syrup undiluted
1132,"Syrup, ready to drink (dilution 1:5.5)"
762,Table salt iodized
10457,Table salt iodized and fluoridized
634,Table salt without iodine and fluoride
1609,"Taboulé, prepared (with Bulgur)"
1610,"Taboulé, prepared (with Couscous)"
1684,"Tartare sauce, with rapeseed mayonnaise, home-made "
803,"Tea, no sugar added"
774,Terrine de campagne
796,"Terrine, game meat"
495,Tête de Moine
1496,"Thin pancakes with bacon, prepared"
1489,"Thin pancakes with camembert cheese, prepared"
1495,"Thin pancakes with ham, prepared"
1491,"Thin pancakes with mushrooms, prepared"
1494,"Thin pancakes with Nutella, prepared"
1488,"Thin pancakes with sugar and cinnamon, prepared"
1493,"Thin pancakes with vegetable filling, prepared"
1487,"Thin pancakes, prepared"
460,"Thyme, fresh"
556,"Tilsiter, pasteurized milk, at least 45% fidm"
557,"Tilsiter, raw milk, at least 45% fidm"
14120,"Tofu ferm, plain (produced with calcium salt)"
14119,"Tofu, ferm, plain (produced with nigari)"
13437,"Tofu, firm, plain (average)"
13438,"Tofu, silken (soft), plain"
14090,"Tofu, smoked (average)"
14122,"Tofu, smoked (produced with calcium salt)"
14121,"Tofu, smoked (produced with nigari)"
564,Tomato juice
636,Tomato paste
1618,"Tomato quiche, baked (with cake dough)"
1617,"Tomato quiche, baked (with puff pastry)"
667,Tomato sauce
670,Tomato soup
13463,"Tomato, dried"
637,"Tomato, peeled (pelati), canned"
348,"Tomato, raw"
1027,"Tomato, stewed (without addition of fat and salt)"
615,Tomme cheese
10378,"Tongue (average of veal and beef), raw"
932,"Tortilla chips, corn-based"
289,"Trout, raw"
13349,"Trout, whole, boiled (without addition of fat and salt)"
418,"Tuna in oil, drained"
417,"Tuna in water, drained"
1613,Tuna salad on oil-vinagre-dressing (made from tuna in water)
713,"Turkey, breast (schnitzel, ground), raw"
13275,"Turkey, brest, schnitzel, ground, pan fried (without addition of fat and salt)"
887,Tyrolese cake
536,Vacherin Fribourgeois
534,Vacherin Mont d'or
13413,"Vanille cream, home-made, cooked"
1106,"Veal (average excluding offal, chop), raw"
1667,"Veal piccata, prepared"
1669,"Veal ragout with gravy, prepared"
13316,"Veal schnitzel, pan fried (without addition of fat and salt)"
1681,"Veal schnitzel, pan fried in rapeseed oil HOLL"
1071,"Veal, breast, cooked (without addition of fat and salt)"
1,"Veal, breast, raw"
2,"Veal, chop, raw"
13325,"Veal, chopped, pan fried  (without addition of fat and salt)"
13,"Veal, chopped, raw"
14,"Veal, eye of round, raw"
660,"Veal, filet, raw"
3,"Veal, filet, steak, raw"
673,"Veal, kidney, raw"
13377,"Veal, knuckle, braised (whitout addition of fat and salt)"
661,"Veal, knuckle, raw"
10,"Veal, liver, raw"
11,"Veal, minced, raw"
15,"Veal, ragout, raw"
662,"Veal, round, schnitzel, raw"
1073,"Veal, shoulder, roast in oven (without addition of fat and salt)"
658,"Veal, shoulder, roast, raw"
672,"Veal, sweetbread, raw"
674,"Veal, tongue, raw"
13324,"Veal,steak, pan fried (without addition of fat and salt)"
1580,"Vegetable au gratin, baked"
1666,"Vegetable lasagne, prepared"
1152,"Vegetables (average), raw"
14112,"Vegetarian minced/pieces meat substitute, based on mycoprotein, raw"
514,"Vermouth, 15 vol%"
1202,Vinaigrette dressing (with rapeseed oil)
1693,Vinegar
1199,"Vinegar-oil-salad dressing, home-made (with rapeseed oil)"
1680,Vitello tonnato with garnish
1679,Vitello tonnato without garnish
271,Walnut
13402,Walnut oil
10542,Wasabi Paste
371,"Water cress, raw"
893,Water ice
402,"Watermelon, fresh"
822,"Weggli, bread roll made with butter"
1273,Weisswurst (veal sausage)
431,"Wheat bran, raw"
204,"Wheat flour, bakery, type 550"
203,"Wheat flour, high ash, type 1100"
207,"Wheat flour, semi white, type 720"
205,"Wheat flour, white, type 400"
206,"Wheat flour, wholemeal, type 1700"
430,Wheat germ
593,Wheat germ oil
1588,"Wheat risotto, cooked"
897,Wheat starch
939,Wheat wolemeal flakes
734,"Wheat, soft, whole grain"
823,White bread
828,White bread from Ticino
453,"White cabbage, raw"
1028,"White cabbage, steamed (without addition of salt)"
1029,"White cabbage, stewed (without addition of fat and salt) "
211,"Whitefish, raw"
585,Whole milk powder
14126,"Whole milk, 3.5 % Fat, UHT"
62,"Whole milk, pasteurized"
63,"Whole milk, UHT"
1064,"Wholemeal pasta egg-free, cooked in salted water (uniodised)"
801,"Wholemeal pasta egg-free, dry"
802,Wholemeal rice waffles
821,Wholewheat bread
1082,Wienerli (Swiss sausage)
1589,"Wienerli (Swiss sausage), cooked"
489,"Wild boar, raw"
509,"Wine red, 12 vol%"
10477,"Wine red, 13.5 vol%"
508,"Wine red, 9 vol%"
510,"Wine white, 11 vol%"
511,"Wine white, 12.5 vol%"
10478,"Wine white, spritzer, sour"
10479,"Wine white, spritzer, sweet"
763,"Yeast (baking), pressed"
910,"Yeast dough (with butter), sweet, raw"
1177,"Yeast dough (with vegetable fat), sweet, raw"
839,"Yeast, dried"
403,"Yellow plum, fresh"
1192,Yoghurt with added sugar (average)
58,"Yogurt Bifidus, plain"
1612,Yogurt dressing (without oil)
590,"Yogurt flavored, low fat, with sweetener"
52,Yogurt natural
13451,"Yogurt substitute, soy-based, plain"
13452,"Yogurt substitute, soy-based, plain, with calcium fortified"
13453,"Yogurt substitute, soy-based, with fruits or flavour"
13454,"Yogurt substitute, soy-based. with fruit or flavour, with calcium fortified"
588,"Yogurt with fruit, low fat, with sweetener"
54,"Yogurt, chocolate"
55,"Yogurt, hazelnut"
587,"Yogurt, low fat"
57,"Yogurt, mocca"
99,"Yogurt, mocca, organic"
53,"Yogurt, strawberry"
56,"Yogurt, vanilla"
759,Zampone
506,Ziger white
1661,"Zucchini piccata, prepared"
1657,"Zucchini slices, breaded, prepared"
367,"Zucchini, raw"
1654,"Zucchini, steamed (without addition of salt)"
1031,"Zucchini, stewed (without addition of fat and salt)"
1253,Amaro Ramazzotti (30 vol%)
1147,Eichhof Hubertus (6 vol%)
13436,"Energy drink, with sweetener (Average of branded products)"
13425,"Greek yogurt, with cream, plain (Average of branded products)"
1151,Ittinger (5.6 vol%)
1262,Malibu Coconut (21 vol%)
1178,Mineral water Badoit (St Galmier)
1045,"Mineral water, Acqua Panna"
538,"Mineral water, Adelbodner"
1171,"Mineral water, Adello"
540,"Mineral water, Allegra (Malix)"
1096,"Mineral water, Appenzell (Gontenbad)"
73,"Mineral water, Aproz (Aproz)"
104,"Mineral water, Aquella (Bouillets)"
541,"Mineral water, Arkina"
501,"Mineral water, Contrex"
1172,"Mineral water, Cristallo (Lostorf)"
1044,"Mineral water, Elmer"
48,"Mineral water, Eptinger"
521,"Mineral water, Evian (Cachat)"
522,"Mineral water, Henniez"
1173,"Mineral water, Knutwiler"
523,"Mineral water, Passugger (Theophilquelle)"
524,"Mineral water, Perrier"
537,"Mineral water, Rhäzünser"
525,"Mineral water, San Pellegrino"
1095,"Mineral water, Valais (Montis)"
45,"Mineral water, Valser Classic/Naturelle (St. Petersquelle)"
1047,"Mineral water, Valser Silence (St. Paulsquelle)"
535,"Mineral water, Vittel"
550,"Mineral water, Volvic"
548,"Mineral water, Zurzacher"
1263,Pastis 51 de Marseille (45 vol%)
1265,Suze (20 vol%)
13421,Vanille sugar (Average of branded foods)
13424,Worcester Sauce (Average of branded products)
